Sample Name,Fe (mg/g),K (mg/g),Na (mg/g),P (mg/g),S (mg/g),Zn (mg/g),Ca (mg/g),Mg (mg/g),Mn (mg/g),Cu (mg/g),Phenolics (GAE mg/g),Anthocyanins (mg/g),ORAC (umol TE/g)
Sample_1,0.19822690747849556,31.986979923395555,2.014315404498386,5.445812309764336,2.647154822295224,0.05627338527672488,9.661389863272296,5.221042183543934,0.09697622566845598,0.007345922741519316,10.008895098120059,1.3811546135428086,489.21325426356566
Sample_2,0.18515008775976477,25.907591001211486,3.9427126883366133,6.4622891815571455,3.6384302680514424,0.09663303969033676,12.216062678080961,5.427610752529615,0.11685570769577214,0.008237369619658354,9.227600224448016,1.2468701734422347,438.74337198765306
Sample_3,0.1589823405179756,32.46449995712192,3.592841305619379,4.7734607516650716,3.713120792059438,0.0800173128133536,12.877250754478856,4.329406771899037,0.11081637882432423,0.007390048274603142,10.463331169803215,0.7201087270524222,415.86059956193776
Sample_4,0.18944911940469744,24.226139421883552,2.8674556597550183,5.148616549739491,4.099276958195983,0.0949600626805389,12.301161674586155,4.272309121552963,0.11518242685104531,0.009963645528821289,7.741955067045094,0.8155904240372152,319.7363206260032
Sample_5,0.22171923802769186,27.717849704272723,3.3403845780851134,4.68562768497243,3.488954085204693,0.08118968735054174,12.020740275945055,3.9751774959812103,0.0838540833359385,0.0059304295538969475,12.297605541207536,1.1900524320705854,489.02262925430176
Sample_6,0.21730101033299937,34.56212701014168,4.156147650069704,4.648402136579129,3.7465898708814747,0.08670449697866672,10.051471679704603,4.237692402723196,0.09924432521640757,0.009762307079443769,7.637617935434209,1.342928811846914,410.7902185749522
Sample_7,0.13920553242141423,39.94635962424676,2.4270843441782586,6.961162931522578,3.613901842412916,0.04993312631392439,10.251492846595276,4.81176068309387,0.10366397908907006,0.010145462533621948,8.307899981878341,1.3113041929530598,453.8566487272021
Sample_8,0.14581811741304718,42.06358085415072,2.1024971285434866,6.937318056674054,3.2644945304033253,0.05403812769281211,13.176104129235679,3.7292332022557897,0.08891677448891946,0.009087512794761507,7.995379834372205,1.4906620470158498,394.23451505732135
Sample_9,0.19120710425055543,49.28934667417481,1.6392132919434725,5.71779740851579,3.1325394911839983,0.05588612819761316,12.398735465585245,3.842378775760851,0.0881315738606223,0.00806069790628593,9.133923694648553,1.229178012780792,302.4886884611647
Sample_10,0.16404058866534105,39.97163284499858,0.6204408355408,4.3257872500929455,3.1308688389030848,0.05956591889778789,15.501008115231468,3.554524786948871,0.10589243207830205,0.006862440052334295,10.653396262031576,1.4710119826662944,382.8247168096089
Sample_11,0.14084649626879034,46.25900304399284,1.5023669165729197,6.532608389054441,2.5270841335967154,0.05092251312504484,11.43840816247144,5.130414342933362,0.06612177098866664,0.008368734147734985,8.936378344144716,0.8757569230848552,373.8624398302121
Sample_12,0.15742556551106981,37.66269897022307,1.7285942928371945,6.619437193604756,2.0944819348142447,0.05007367898010132,10.116521655543439,3.5869573441804414,0.11822141065063729,0.009391793960094668,8.843914984036033,0.9203973164214343,434.95424724377347
Sample_13,0.22546724129745777,27.896412603349898,3.5193802958390705,5.751176076430867,3.150556018793002,0.05472256799639498,15.170281382622417,3.1029871710974724,0.113200348458197,0.011129914771601935,6.081100676923794,1.093495265590168,494.6858253463943
Sample_14,0.22151935371169929,30.71782721536591,2.6036080151399505,4.955689650038801,4.571330168412879,0.08841572647258295,11.659849145681429,2.749574938026388,0.10547096882664059,0.010491470679141973,8.086221427110575,1.1417878744645975,353.7694464215188
Sample_15,0.2100686199018196,34.08075929071656,3.050472644285915,3.7707661846282456,2.803095029106525,0.06738695125015719,17.27508992687479,5.40709261187448,0.08150929473973191,0.009085932119969995,8.129124861134708,1.849450213103579,349.9953368186137
Sample_16,0.25405881480082765,42.322954243605025,4.7741072768573325,5.909785192669758,4.181876956724784,0.0709870100360002,12.585635978190318,4.840835774114712,0.07641640870585872,0.01023687484874997,14.411890375079544,1.5752099261256587,380.06457949790564
Sample_17,0.1926552576778826,34.5481985271235,2.7680386492041302,4.826643901344826,3.5733323070770497,0.09312078327132689,10.916777750719994,5.00135352063531,0.12335241572602211,0.0058851352570437115,6.629252778660446,1.0491303200335174,377.14693111447315
Sample_18,0.16238421679765605,30.351293673853462,3.281638713680705,4.68151173051539,3.8632425945078537,0.06722974410711678,14.42455372208683,4.7393400319153,0.09536350390592942,0.00914950233623473,12.389894381039083,0.8169157066292498,399.00232326216167
Sample_19,0.13833982876311776,44.829765868790616,2.4402985181924604,7.807535273417932,2.07000669335483,0.0680460758584846,10.90198622311116,5.0799664751970575,0.09382191602713506,0.011437752365839216,7.418078533071656,1.2649476949472656,344.42308930588024
Sample_20,0.18220013075225905,38.72157168447728,1.7705416690543256,4.9410254315844995,3.0883500660235295,0.0437398472807023,12.838051066202723,5.4227895962230885,0.12309141693365527,0.010334032167229428,8.188385357540714,1.1834395003299902,391.8876767440127
Sample_21,0.13462105301385244,40.86809815599967,2.0668064226060756,6.92738873013235,2.38320980044406,0.04841246327526779,12.310491306562563,3.71251064983358,0.10619467054892037,0.005513020678127124,6.039471336027355,0.9505224515796595,332.63836177964845
Sample_22,0.17681225461687264,38.06085984984707,1.8562401355568283,6.402408221088309,2.5820347600880424,0.06013239752024573,15.91049224579318,4.827064339424321,0.11999363916192199,0.008990384483866246,5.996182401775547,1.573740396438455,376.9284789147813
Sample_23,0.12105551114387171,37.544914044711184,2.3990048356145532,5.509133854099287,2.7479792424336935,0.05889795890332282,8.635834750324133,6.267378995054982,0.07426871031370158,0.009660946465280332,7.8974156702329585,1.2825015520656042,359.6564306961623
Sample_24,0.12015877200246573,34.16991943588625,2.464940137156564,6.194354678967762,3.3927898983656815,0.05324276981637223,14.680130688559366,2.6413627001268374,0.07100559359912856,0.011670379432995863,8.520487127801927,0.9334306455897482,429.5960858331425
Sample_25,0.21577299902177569,29.424157590921432,2.590259368429531,4.3148387499142045,3.97954652033354,0.051549482342394114,9.835617853152232,5.607049605097993,0.11042795328730103,0.008920105158765682,12.356204828542108,1.0766293776432572,460.7775989138714
Sample_26,0.15041562824180402,23.98656417597086,3.3697386881088605,3.7402051841378667,4.498125848186188,0.06357288790049793,12.094982329193,3.026812878739787,0.10348953272752652,0.00782720724842551,10.159005959684812,1.0553796162304503,430.011051462867
Sample_27,0.22162089623667744,34.358104619287644,1.7028549705867881,5.49106377981517,4.117736412583827,0.06856987615140613,13.560085586484316,5.3132555052111385,0.11709867125588445,0.010183697185808808,8.263839459464117,1.162973092193057,384.2209549010738
Sample_28,0.188316898024989,31.20077499777541,3.0720482016870108,5.451157129300707,4.994144317731349,0.07013793974172883,14.681467613267568,3.7038064470953844,0.06661092734027636,0.008180549688685583,12.816200388305402,1.4412193485067424,449.62733346748695
Sample_29,0.15659945396549324,32.000351441677395,2.946241029027403,5.614548257332173,3.5479201308987736,0.08917444659279437,12.608380500471142,3.6396362872344428,0.12929365712660976,0.007001323039790473,9.077779870423385,0.9721627336263255,363.8150723942623
Sample_30,0.1897842409992582,30.407926674229863,3.6040021710779584,3.8755406495255658,3.6393476778800333,0.08310702937232183,13.278340358414285,4.833298825674906,0.0693812195344187,0.01055693936920785,11.979770594266668,1.0482794109688824,390.5656638352746
Sample_31,0.15530106215650277,35.55011298236319,1.730770618140883,5.480044578029344,3.0669413367116967,0.04117486990921517,14.011772549701202,3.280207194796538,0.1010584827787012,0.008990243673159776,9.995556707181798,0.7413911825430117,381.86295212260364
Sample_32,0.1418952244818361,35.41923665196102,2.8146807548021595,5.867002783953432,2.6940725417274343,0.06107881602125228,11.321105707726502,4.126490637358674,0.10125823235252104,0.0080085215102365,6.459411458192941,0.9301239281572554,410.4184346706226
Sample_33,0.10587053020309453,44.797588563796474,1.8698785628379617,6.916404920587567,2.7537574214486913,0.0676339996456184,11.723974985512799,5.830018718638875,0.11661383833123866,0.00941729858848476,8.862303794019299,1.169483572678444,363.4600730731242
Sample_34,0.16291584134364717,37.482220792583895,2.834847985020072,6.546720764212719,3.0624594129585985,0.04355631824238354,12.291237404891731,5.3613419256035035,0.06878727562357125,0.010517002482657457,10.572582190239922,0.7516888611828971,372.7809320984211
Sample_35,0.1360687846658761,38.313345330591304,2.34085920836971,6.189631861212858,3.518779506078283,0.04196984959675423,10.697680860631111,5.056426423103342,0.11699072902664538,0.008356292683370374,8.046445134106811,1.3398337852897984,375.89863272762983
Sample_36,0.138327533424739,41.81509640670132,2.230569258489602,6.863126506624758,1.8082403422910767,0.06355674536344734,12.263175660050853,5.580078901211077,0.08230805643860002,0.009538153331046652,7.4807101255985975,1.2217372439677188,341.93542906469276
